1.000000								1.000000
2.000000								2.000000
3.000000								1.500000
5.000000								1.666667
8.000000								1.600000
13.000000								1.625000
21.000000								1.615385
34.000000								1.619048
55.000000								1.617647
89.000000								1.618182
144.000000								1.617977
233.000000								1.618056
377.000000								1.618026
610.000000								1.618037
987.000000								1.618033
1597.000000								1.618034
2584.000000								1.618034
4181.000000								1.618034
6765.000000								1.618034
10946.000000								1.618034
17711.000000								1.618034
28657.000000								1.618034
46368.000000								1.618034
75025.000000								1.618034
121393.000000								1.618034
196418.000000								1.618034
317811.000000								1.618034
514229.000000								1.618034
832040.000000								1.618034
1346269.000000								1.618034
2178309.000000								1.618034
3524578.000000								1.618034
5702887.000000								1.618034
9227465.000000								1.618034
14930352.000000								1.618034
24157816.000000								1.618034
39088168.000000								1.618034
63245984.000000								1.618034
102334152.000000							1.618034

